Paper_ID,Included,Observation_ID,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Taxa_name,Order,Family,Genus,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Sampling_method,Sampling_intensity_unit,Sampling_intensity,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Treatment_N,Treatment_mean,Treatment_error,Treatment_error_type,Control_N,Control_mean,Control_error,Control_error_type,Contributor_name,Search_date,Notes
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_1,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Species,Byturus tomentosus,Coleoptera,Byturidae,Byturus,Byturus tomentosus,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,3,2.45,Standard deviation,4,7.5,8.89,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_2,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Species,Epuraea aestiva,Coleoptera,Nitidulidae,Epuraea,Epuraea aestiva,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,0.5,0.58,Standard deviation,4,0.25,0.5,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_3,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Species,Meligethes aeneus,Coleoptera,Nitidulidae,Meligethes,Meligethes aeneus,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,15.5,23.3,Standard deviation,4,16,22.55,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_4,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Family,Miridae,Hemiptera,Miridae,Other Miridae,,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,6,4.69,Standard deviation,4,5.5,5.8,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_5,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Family,Anthocoridae,Hemiptera,Anthocoridae,,,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,1.5,0.58,Standard deviation,4,0.5,1,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_6,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Genus,Orthotylus/Lygocorus,Hemiptera,Miridae,Orthotylus/Lygocorus,,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,11.25,15.82,Standard deviation,4,11.5,7.05,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_7,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Species,Apis mellifera,Hymenoptera,Apidae,Apis,Apis mellifera,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,52.75,13.6,Standard deviation,4,0.75,0.96,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_8,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Species,Bombus hortorum,Hymenoptera,Apidae,Bombus,Bombus hortorum,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,6.25,5.32,Standard deviation,4,0.75,0.96,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_9,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Species,Bombus lucorum,Hymenoptera,Apidae,Bombus,Bombus lucorum,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,2.25,2.06,Standard deviation,4,0.75,0.96,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
Lopezaraiza-Mikel_2007,Y,Lopezaraiza-Mikel_2007_10,"Lopezaraiza-Mikel, M.E., Hayes, R.B., Whalley, M.R., Memmott, J.",2007,The impact of an alien plant on a native plant-pollinator network: an experimental approach,Ecology Letters,10.1111/j.1461-0248.2007.01055.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2007.01055.x,English,Scopus and Web of Science,51.5,-2.6,England,Species,Bombus pascuorum,Hymenoptera,Apidae,Bombus,Bombus pascuorum,,2003,2003,"Transect, collected insects",NA,NA,Abundance,NA,"8 Invasive & other problematic species, genes & diseases",8.1 Invasive non-native/alien species/diseases,8.1.2 Named species,Invasive plant (Impatiens glandulifera - Himalayan balsam) present,0,NA,Invasive plant absent (removed flowers),12,Removal by hand using scissors every x days,Calculated using raw data sent via email,Experimental,4,52.5,38.52,Standard deviation,4,2.75,3.1,Standard deviation,Grace Skinner,03/03/2023,"Contol and treatment swapped here - their 'ctr' is invaded, and their 'exp' is uninvaded (as they removed the flowers). I geocoded Bristol (the co-ords weren’t taken directly from the paper). Used shinyDigitise to extract data"
